subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,energy_certificate,has_parking,Precio_por_m2,Distrito
Puente de Vallecas,70.0,3,1.0,0,True,646,125000,1786,Pisos,False,False,True,True,other,False,1574.36,Puente de Vallecas
Ensanche de Vallecas - La Gavia,132.0,3,2.0,4,False,1348,360800,2733,Pisos,False,True,True,True,other,True,2677.28,Villa de Vallecas
Puerta Bonita,110.0,3,1.0,1,False,979,220000,2000,Pisos,False,False,False,True,other,False,1980.04,Carabanchel
Hortaleza,400.0,5,6.0,-1,False,-4866,1590000,3975,Casa o chalet,False,False,True,True,D,True,4275.46,Hortaleza
Abrantes,60.0,3,1.0,3,False,561,105000,1750,Pisos,False,False,False,True,E,False,1964.55,Carabanchel
Centro,129.0,3,1.0,2,False,1966,630000,4884,Pisos,False,False,False,True,E,False,5196.25,Centro
El Cañaveral - Los Berrocales,110.0,3,2.0,-1,False,1148,280000,2545,Pisos,False,True,True,True,B,False,2271.52,Vicálvaro
Ciudad Jardín,127.0,2,2.0,0,True,1146,279000,2197,Pisos,False,False,True,True,B,False,4572.45,Chamartín
Retiro,240.0,3,4.0,3,False,-47903,2175000,9062,Pisos,False,False,True,True,other,False,6739.32,Retiro
Gaztambide,150.0,4,3.0,8,False,2192,730000,4867,Áticos,False,False,True,True,other,True,5000.0,Chamberí
Las Tablas,98.0,2,2.0,3,False,1409,387000,3949,Pisos,False,False,True,True,D,True,4256.38,Fuencarral
Ciudad Universitaria,211.0,4,3.0,4,False,2012,650000,3081,Pisos,True,False,True,True,other,True,3810.08,Moncloa
Almagro,301.0,4,4.0,2,False,-58234,2250000,7475,Pisos,False,False,True,True,other,False,6564.27,Chamberí
Trafalgar,118.0,2,2.0,4,False,2510,942000,7983,Pisos,False,True,True,True,other,False,5640.18,Chamberí
Ventas,58.0,3,1.0,1,False,650,126000,2172,Pisos,True,False,False,True,F,False,2686.93,Ciudad Lineal
Moncloa,598.0,5,6.0,-1,False,-51191,2200000,3679,Casa o chalet,False,False,True,True,other,True,3600.4,Moncloa
Sanchinarro,67.0,0,1.0,2,False,1078,254000,3791,Pisos,False,False,True,True,C,True,4456.18,Hortaleza
Argüelles,34.0,1,1.0,-1,True,798,165000,4853,Pisos,False,False,True,True,other,False,4807.69,Moncloa
Chamberí,38.0,2,1.0,0,True,979,220000,5789,Pisos,False,False,True,False,other,False,5000.0,Chamberí
Numancia,64.0,3,1.0,5,False,547,101700,1589,Pisos,True,False,False,True,E,False,2081.94,Puente de Vallecas
Comillas,65.0,2,1.0,4,False,561,105000,1615,Pisos,True,False,False,True,other,False,2527.59,Carabanchel
Sanchinarro,136.0,3,2.0,3,False,1827,570000,4191,Pisos,False,False,True,True,other,True,4456.18,Hortaleza
Lista,130.0,3,2.0,1,False,2234,750000,5769,Pisos,False,False,True,True,B,False,5681.21,Salamanca
Fuencarral,123.0,3,2.0,7,False,1553,450000,3659,Pisos,False,False,True,True,other,True,3500.0,Fuencarral
Valdeacederas,146.0,3,2.0,1,False,2121,698000,4781,Pisos,False,True,True,True,other,True,3163.8,Tetuán
Puerta Bonita,70.0,2,1.0,1,False,767,156348,2234,Pisos,True,False,True,True,other,False,1980.04,Carabanchel
Chamartín,253.0,3,3.0,-1,False,1931,1195000,4723,Casa o chalet,False,False,True,True,C,True,5170.22,Chamartín
Lucero,63.0,3,1.0,1,False,705,140000,2222,Pisos,False,False,True,True,other,False,2363.25,Latina
Moncloa,761.0,9,9.0,-1,False,-171474,2750000,3614,Casa o chalet,False,False,True,True,A,False,4249.04,Moncloa
Gaztambide,183.0,4,2.0,1,False,2234,750000,4098,Pisos,False,False,True,True,other,False,5000.0,Chamberí
Hortaleza,120.0,3,2.0,3,False,1857,583000,4858,Pisos,False,False,True,True,other,True,3773.82,Hortaleza
Cuatro Caminos,240.0,4,3.0,6,False,1900,1200000,5000,Pisos,True,False,True,True,other,True,4247.49,Tetuán
Prosperidad,75.0,3,2.0,7,False,1633,485000,6467,Áticos,False,False,True,False,D,False,4255.84,Chamartín
Hortaleza,724.0,6,7.0,-1,False,-564667,3500000,4834,Casa o chalet,False,False,True,True,D,True,4275.46,Hortaleza
Ciudad Lineal,173.0,3,2.0,1,False,2012,650000,3757,Pisos,True,False,True,True,other,True,4235.69,Ciudad Lineal
Ensanche de Vallecas - La Gavia,70.0,1,1.0,4,False,933,205000,2929,Pisos,False,False,True,True,other,True,2677.28,Villa de Vallecas
Hortaleza,465.0,5,6.0,-1,False,-140,1390000,2989,Casa o chalet,False,False,True,True,D,True,4275.46,Hortaleza
Aravaca,300.0,6,5.0,-1,False,2510,998000,3327,Casa o chalet,False,False,True,True,D,True,3600.4,Moncloa
El Viso,166.0,4,3.0,1,False,2417,850000,5120,Pisos,True,False,True,True,other,True,6255.45,Chamartín
Ventilla-Almenara,235.0,5,3.0,6,False,2012,650000,2766,Pisos,False,False,True,True,other,False,3314.54,Tetuán
Pinar del Rey,57.0,1,1.0,4,False,791,163000,2860,Pisos,False,False,True,True,other,False,2915.33,Hortaleza
Ciudad Lineal,60.0,2,1.0,0,True,625,119900,1998,Pisos,False,False,True,True,other,False,2578.87,Ciudad Lineal
El Cañaveral - Los Berrocales,97.0,2,2.0,-1,False,1174,290000,2990,Pisos,False,True,True,True,other,False,2271.52,Vicálvaro
Almendrales,73.0,2,2.0,1,False,1122,270000,3699,Áticos,False,False,False,True,other,False,2205.31,Usera
Colina,92.0,4,1.0,3,False,1161,285000,3098,Pisos,False,False,False,True,other,False,4677.53,Ciudad Lineal
Valdebebas - Valdefuentes,130.0,2,2.0,1,False,1766,543600,4182,Pisos,False,True,True,True,other,True,3607.13,Hortaleza
San Diego,60.0,3,1.0,3,False,686,135000,2250,Pisos,False,False,True,True,other,False,2007.79,Puente de Vallecas
Las Tablas,140.0,3,2.0,6,False,1747,535000,3821,Pisos,False,False,True,True,other,True,4256.38,Fuencarral
Hortaleza,389.0,4,4.0,-1,False,2479,899000,2311,Casa o chalet,False,False,True,True,other,True,3773.82,Hortaleza
Chamberí,30.0,1,1.0,2,False,884,190000,6333,Pisos,False,False,False,False,other,False,6564.27,Chamberí
Retiro,230.0,4,3.0,5,False,-18544,1870000,8130,Pisos,True,False,True,True,other,True,6739.32,Retiro
Cuatro Caminos,88.0,3,2.0,2,False,1346,360000,4091,Pisos,False,False,True,False,other,False,4247.49,Tetuán
Arganzuela,125.0,3,2.0,1,False,1678,504777,4038,Pisos,False,True,True,True,other,True,3972.6,Arganzuela
Lucero,72.0,3,1.0,3,False,833,175000,2431,Pisos,True,False,True,True,other,False,2363.25,Latina
Los Rosales,64.0,3,1.0,0,True,449,80500,1258,Pisos,True,False,False,True,other,False,1827.79,Villaverde
Lavapiés-Embajadores,55.0,3,1.0,1,False,851,180000,3273,Pisos,True,False,False,False,other,False,4448.3,Centro
Cuzco-Castillejos,100.0,2,1.0,0,True,1346,360000,3600,Pisos,False,False,False,True,other,False,4347.59,Tetuán
Portazgo,66.0,3,1.0,4,False,688,135500,2053,Pisos,True,False,False,True,F,False,1896.75,Puente de Vallecas
San Isidro,80.0,1,1.0,4,False,964,215000,2688,Dúplex,False,False,True,True,other,True,2323.93,Carabanchel
Tetuán,86.0,2,2.0,3,False,967,216000,2512,Dúplex,False,False,True,True,other,False,3163.8,Tetuán
Moscardó,60.0,1,2.0,0,True,851,180000,3000,Pisos,False,False,False,True,F,False,2284.48,Usera
El Cañaveral - Los Berrocales,117.0,3,2.0,3,False,1124,270763,2314,Pisos,False,True,True,True,other,True,2271.52,Vicálvaro
Chamartín,177.0,3,2.0,4,False,2369,820000,4633,Pisos,False,False,True,True,other,False,5170.22,Chamartín
Puente de Vallecas,35.0,1,1.0,2,False,475,86000,2457,Pisos,False,False,False,True,other,False,2081.94,Puente de Vallecas
Chamartín,258.0,4,3.0,4,False,1900,1200000,4651,Pisos,True,False,True,True,other,True,5363.75,Chamartín
Chamberí,30.0,1,1.0,4,False,891,192000,6400,Pisos,False,False,True,False,other,False,4548.3,Chamberí
Pau de Carabanchel,50.0,1,1.0,4,False,851,180000,3600,Pisos,False,False,True,True,D,True,3120.54,Carabanchel
Palacio,50.0,1,1.0,0,True,976,219000,4380,Pisos,False,False,False,False,other,False,4693.52,Centro
Delicias,118.0,3,2.0,5,False,1358,365000,3093,Pisos,True,False,True,True,E,True,3972.6,Arganzuela
Malasaña-Universidad,81.0,2,2.0,1,False,1758,540000,6667,Pisos,False,False,True,True,D,False,5196.25,Centro
Legazpi,94.0,2,2.0,5,False,1642,489000,5202,Pisos,False,False,True,True,other,True,4486.93,Arganzuela
Almagro,217.0,3,4.0,2,False,-8846,1695000,7811,Pisos,False,False,True,True,C,True,6564.27,Chamberí
Nueva España,120.0,3,2.0,2,False,1655,495000,4125,Pisos,False,False,True,True,D,True,5363.75,Chamartín
Nuevos Ministerios-Ríos Rosas,104.0,2,2.0,2,False,1897,600000,5769,Pisos,False,False,True,True,other,False,5000.0,Chamberí
San Pascual,75.0,3,1.0,4,False,1038,240000,3200,Pisos,False,False,True,True,other,False,4015.76,Ciudad Lineal
Goya,187.0,5,3.0,3,False,1536,1250000,6684,Pisos,False,False,True,True,other,True,5887.64,Salamanca
Tres Olivos - Valverde,600.0,10,11.0,-1,False,-83453,2400000,4000,Casa o chalet,False,False,True,True,A,True,2648.73,Fuencarral
Peñagrande,170.0,3,2.0,-1,False,1885,595000,3500,Casa o chalet,False,False,True,True,other,False,3271.96,Fuencarral
Abrantes,78.0,3,1.0,1,False,917,200000,2564,Pisos,False,False,True,True,other,False,1964.55,Carabanchel
Chamartín,112.0,1,1.0,3,False,2234,750000,6696,Pisos,False,False,True,True,E,True,5363.75,Chamartín
Pinar del Rey,100.0,1,1.0,-1,False,913,199000,1990,Pisos,False,False,False,True,G,False,2915.33,Hortaleza
Pacífico,80.0,2,1.0,6,False,1250,320000,4000,Pisos,False,False,True,True,other,False,4105.12,Retiro
Numancia,69.0,3,2.0,0,True,491,89475,1297,Pisos,True,False,False,True,other,False,2081.94,Puente de Vallecas
Peñagrande,61.0,3,1.0,3,False,917,200000,3279,Pisos,False,False,False,True,other,False,3271.96,Fuencarral
Palos de Moguer,72.0,2,1.0,3,False,1262,325000,4514,Pisos,False,False,True,True,other,False,3975.0,Arganzuela
Legazpi,108.0,3,2.0,2,False,1689,510000,4722,Pisos,False,False,True,True,other,True,4486.93,Arganzuela
Virgen del Cortijo - Manoteras,78.0,0,1.0,3,False,851,180000,2308,Pisos,False,False,True,True,other,True,3636.96,Hortaleza
Ciudad Jardín,43.0,1,1.0,1,False,850,179900,4184,Pisos,False,False,False,False,other,False,4572.45,Chamartín
Palomeras Bajas,62.0,1,1.0,2,False,705,140000,2258,Pisos,False,False,True,True,E,False,1983.7,Puente de Vallecas
Conde Orgaz-Piovera,120.0,3,2.0,3,False,2012,650000,5417,Pisos,False,False,True,True,C,True,4275.46,Hortaleza
Cuatro Caminos,230.0,5,3.0,2,False,2378,825000,3587,Pisos,True,False,True,True,other,False,4247.49,Tetuán
Nueva España,249.0,3,3.0,1,False,-2096,1490000,5984,Áticos,False,False,True,True,E,True,5363.75,Chamartín
Barrio de Salamanca,233.0,4,3.0,5,False,-8628,1690000,7253,Pisos,True,False,True,True,other,True,6882.35,Salamanca
Hortaleza,65.0,2,1.0,1,False,985,222000,3415,Pisos,False,False,False,True,F,False,3152.53,Hortaleza
Mirasierra,305.0,5,5.0,-1,False,1975,1187500,3893,Casa o chalet,False,False,True,True,other,True,3695.5,Fuencarral
El Cañaveral - Los Berrocales,116.0,3,2.0,2,False,1045,242413,2061,Pisos,False,True,True,True,other,True,2271.52,Vicálvaro
Chueca-Justicia,167.0,4,2.0,1,False,2181,725000,4341,Pisos,True,False,False,True,other,False,6029.36,Centro
Hortaleza,302.0,5,4.0,-1,False,1059,1300000,4305,Casa o chalet,False,False,True,True,other,True,4275.46,Hortaleza
Butarque,110.0,2,2.0,2,False,994,225000,2045,Pisos,False,False,True,True,other,True,2197.8,Villaverde
Bernabéu-Hispanoamérica,233.0,6,5.0,-1,False,-2333,1500000,6438,Casa o chalet,False,False,True,True,E,False,5170.22,Chamartín
Los Ángeles,94.0,4,1.0,1,False,884,190000,2021,Pisos,False,False,True,True,other,False,1796.68,Villaverde
Bernabéu-Hispanoamérica,127.0,3,2.0,-1,False,2124,699000,5504,Casa o chalet,True,False,True,True,other,False,5170.22,Chamartín
Moncloa,370.0,3,6.0,-1,False,2410,1075000,2905,Casa o chalet,False,False,True,True,D,True,3600.4,Moncloa
La Paz,104.0,3,2.0,1,False,1610,475000,4567,Pisos,False,False,False,True,other,False,3500.0,Fuencarral
Prosperidad,154.0,3,3.0,-1,False,2070,675000,4383,Pisos,False,True,True,True,other,False,4255.84,Chamartín
Ibiza,97.0,3,2.0,8,False,1781,550000,5670,Pisos,False,False,True,False,other,True,5492.17,Retiro
Conde Orgaz-Piovera,580.0,5,5.0,-1,False,-17213,1850000,3190,Casa o chalet,False,False,True,True,B,True,4275.46,Hortaleza
Chamartín,480.0,5,3.0,1,False,-244802,2950000,6146,Pisos,False,False,True,True,other,True,6255.45,Chamartín
Prosperidad,130.0,2,2.0,0,True,1122,270000,2077,Pisos,True,False,True,True,other,False,4255.84,Chamartín
Cuatro Caminos,203.0,4,4.0,1,False,-4391,1575000,7759,Pisos,False,False,True,True,C,True,4247.49,Tetuán
Chamberí,202.0,5,2.0,3,False,2440,1060000,5248,Pisos,False,False,True,True,other,False,4869.57,Chamberí
Chamberí,117.0,4,1.0,3,False,1804,559990,4786,Pisos,True,False,True,True,other,False,4869.57,Chamberí
Numancia,105.0,2,2.0,2,False,1015,232000,2210,Pisos,False,False,True,True,other,False,2081.94,Puente de Vallecas
Argüelles,45.0,1,1.0,0,True,979,220000,4889,Pisos,False,False,True,False,A,False,4807.69,Moncloa
Recoletos,365.0,5,5.0,3,False,-410523,3276000,8975,Pisos,True,False,True,True,E,False,8392.43,Salamanca
Pueblo Nuevo,68.0,3,1.0,0,True,740,149000,2191,Pisos,False,False,True,True,other,False,2578.87,Ciudad Lineal
Ambroz,69.0,3,1.0,0,True,650,126000,1826,Pisos,False,False,False,False,E,False,2094.51,Vicálvaro
Chopera,53.0,3,1.0,1,False,901,195000,3679,Pisos,True,False,True,True,other,False,3783.78,Arganzuela
Puente de Vallecas,90.0,4,1.0,1,False,868,185000,2056,Pisos,False,False,False,True,other,False,2081.94,Puente de Vallecas
Vista Alegre,132.0,3,2.0,3,False,1223,309000,2341,Pisos,False,True,True,True,other,False,2048.47,Carabanchel
Sol,193.0,3,2.0,2,False,2458,880000,4560,Pisos,False,False,True,True,other,False,5390.99,Centro
Pueblo Nuevo,90.0,2,2.0,4,False,1094,260000,2889,Pisos,False,False,True,True,other,True,2578.87,Ciudad Lineal
Gaztambide,160.0,4,2.0,2,False,2213,740000,4625,Pisos,True,False,True,True,D,False,5000.0,Chamberí
Pinar del Rey,76.0,3,1.0,2,False,1024,235000,3092,Pisos,False,False,True,True,F,False,2915.33,Hortaleza
Portazgo,60.0,2,1.0,2,False,666,130000,2167,Pisos,False,False,False,True,A,False,1896.75,Puente de Vallecas
Chamartín,366.0,5,3.0,1,False,-645820,3600000,9836,Pisos,False,False,True,True,other,True,6255.45,Chamartín
Palomeras sureste,70.0,3,1.0,2,False,621,119000,1700,Pisos,True,False,False,True,other,False,2076.58,Puente de Vallecas
Malasaña-Universidad,55.0,1,1.0,1,False,1323,350000,6364,Pisos,False,False,False,True,other,False,5196.25,Centro
San Pascual,100.0,3,2.0,4,False,1553,450000,4500,Pisos,False,False,True,True,E,True,4015.76,Ciudad Lineal
Moncloa,144.0,3,3.0,1,False,2315,790000,5486,Pisos,False,False,True,True,E,False,3600.4,Moncloa
Centro,78.0,1,1.0,3,False,1655,495000,6346,Pisos,False,False,True,True,other,False,5196.25,Centro
Chamberí,398.0,5,4.0,3,False,-9067,1700000,4271,Pisos,False,False,True,True,other,False,5000.0,Chamberí
Prosperidad,125.0,4,2.0,4,False,1897,600000,4800,Pisos,False,False,True,True,D,False,4255.84,Chamartín
El Viso,140.0,2,2.0,2,False,1960,1190000,8500,Pisos,False,False,True,True,A,True,6255.45,Chamartín
Barrio de Salamanca,391.0,6,4.0,5,False,-64339,2290000,5857,Pisos,False,False,True,True,other,True,8392.43,Salamanca
El Viso,560.0,5,5.0,5,False,-549393,3480000,6214,Pisos,False,False,True,True,E,True,6255.45,Chamartín
Ciudad Lineal,84.0,2,1.0,2,False,1346,360000,4286,Pisos,False,False,True,True,other,True,4235.69,Ciudad Lineal
Pueblo Nuevo,75.0,2,1.0,5,False,1092,259000,3453,Áticos,False,False,True,True,G,False,2578.87,Ciudad Lineal
Barrio de Salamanca,220.0,3,3.0,6,False,-17213,1850000,8409,Pisos,False,False,True,True,other,True,5887.64,Salamanca
Moncloa,320.0,5,5.0,-1,False,2464,885000,2766,Casa o chalet,False,False,True,True,other,True,3600.4,Moncloa
Almagro,29.0,1,1.0,2,False,884,190000,6552,Pisos,False,False,True,False,D,False,6564.27,Chamberí
Centro,179.0,5,1.0,1,False,2510,999000,5581,Pisos,False,False,False,True,other,False,6029.36,Centro
Lista,162.0,2,2.0,0,True,2275,770000,4753,Pisos,False,False,True,True,other,False,5681.21,Salamanca
Chamartín,306.0,3,4.0,-1,False,-394913,3250000,10621,Casa o chalet,False,False,True,True,other,False,6255.45,Chamartín
Ibiza,174.0,4,2.0,2,False,2439,865000,4971,Pisos,False,False,True,True,C,True,5492.17,Retiro
Bernabéu-Hispanoamérica,80.0,2,1.0,3,False,1370,370000,4625,Pisos,False,False,True,False,D,False,5170.22,Chamartín
Chopera,67.0,2,1.0,1,False,1009,230000,3433,Pisos,True,False,True,True,other,False,3783.78,Arganzuela
Los Ángeles,76.0,3,2.0,1,False,906,196541,2586,Pisos,False,True,True,True,other,True,1796.68,Villaverde
Abrantes,114.0,4,2.0,0,True,682,134000,1175,Pisos,False,False,True,True,other,False,1964.55,Carabanchel
Imperial,135.0,3,2.0,2,False,2101,689000,5104,Pisos,False,True,True,True,A,True,4098.59,Arganzuela
Legazpi,127.0,4,2.0,0,True,2115,695000,5472,Dúplex,False,False,True,True,other,True,4486.93,Arganzuela
Ventas,76.0,3,1.0,5,False,933,205000,2697,Pisos,True,False,True,True,other,False,2686.93,Ciudad Lineal
Moscardó,68.0,2,1.0,5,False,725,145000,2132,Pisos,False,False,True,True,G,False,2284.48,Usera
Bernabéu-Hispanoamérica,50.0,1,1.0,3,False,1405,385000,7700,Pisos,True,False,True,True,other,True,5170.22,Chamartín
Numancia,37.0,1,1.0,1,False,480,87000,2351,Pisos,False,False,False,False,D,False,2081.94,Puente de Vallecas
Tetuán,119.0,3,2.0,1,False,1530,440000,3697,Pisos,False,False,True,True,other,False,3163.8,Tetuán
Conde Orgaz-Piovera,476.0,6,6.0,-1,False,-128137,2600000,5462,Casa o chalet,False,False,True,True,other,True,4275.46,Hortaleza
Ventas,171.0,4,2.0,4,False,1505,429000,2509,Áticos,False,True,True,True,other,True,2686.93,Ciudad Lineal
Concepción,85.0,3,1.0,3,False,1250,320000,3765,Pisos,True,False,True,True,other,True,3341.09,Ciudad Lineal
Chamberí,161.0,4,3.0,6,False,452,1350000,8385,Áticos,False,False,True,True,other,True,5000.0,Chamberí
Gaztambide,160.0,3,2.0,7,False,2115,695000,4344,Áticos,True,False,True,True,E,False,5000.0,Chamberí
Ensanche de Vallecas - La Gavia,54.0,1,1.0,2,False,758,154000,2852,Pisos,False,False,True,False,other,True,2677.28,Villa de Vallecas
Centro,50.0,1,1.0,2,False,1553,450000,9000,Pisos,False,False,True,True,other,False,4693.52,Centro
Ciudad Lineal,70.0,2,1.0,0,True,868,185000,2643,Pisos,False,False,True,True,G,False,2686.93,Ciudad Lineal
Almendrales,100.0,4,1.0,1,False,508,93000,930,Pisos,True,False,False,False,other,False,2205.31,Usera
Entrevías,90.0,3,1.0,1,False,617,118000,1311,Pisos,False,False,True,True,F,False,1574.36,Puente de Vallecas
Estrella,88.0,2,2.0,1,False,1598,470000,5341,Pisos,False,False,True,True,other,True,4246.58,Retiro
La Paz,130.0,3,2.0,1,False,1485,420000,3231,Pisos,False,False,True,True,E,True,3500.0,Fuencarral
Sanchinarro,56.0,1,1.0,3,False,1135,275000,4911,Pisos,False,False,True,True,E,True,4456.18,Hortaleza
Concepción,179.0,0,1.0,-1,False,1462,410000,2291,Pisos,False,True,True,True,other,True,3341.09,Ciudad Lineal
Palacio,65.0,1,1.0,2,False,1655,495000,7615,Pisos,False,False,True,True,A,False,4693.52,Centro
Portazgo,77.0,3,1.0,4,False,635,122400,1590,Pisos,False,False,False,True,G,False,1896.75,Puente de Vallecas
Los Ángeles,68.0,2,1.0,4,False,646,125000,1838,Pisos,False,False,False,True,other,False,1796.68,Villaverde
Centro,235.0,4,2.0,2,False,2514,950000,4043,Pisos,True,False,True,True,other,False,4693.52,Centro
Moscardó,90.0,3,2.0,7,False,1148,280000,3111,Pisos,False,False,True,True,other,True,2284.48,Usera
Retiro,174.0,4,2.0,7,False,1701,515000,2960,Pisos,True,False,True,True,other,False,4105.12,Retiro
Moncloa,220.0,4,3.0,1,False,-1645,1470000,6682,Pisos,False,False,True,True,other,True,4249.04,Moncloa
Carabanchel,118.0,3,1.0,1,False,994,225000,1907,Pisos,False,False,False,True,other,False,1980.04,Carabanchel
Buena Vista,91.0,2,2.0,2,False,990,223669,2458,Pisos,False,True,True,True,other,True,1886.6,Carabanchel
Conde Orgaz-Piovera,110.0,2,2.0,1,False,1689,510000,4636,Pisos,False,False,True,True,C,True,4275.46,Hortaleza
Valdebernardo - Valderribas,55.0,1,1.0,4,False,851,180000,3273,Pisos,False,False,True,True,F,False,2750.0,Vicálvaro
Sanchinarro,92.0,2,2.0,0,True,1485,420000,4565,Pisos,False,False,True,True,other,True,4456.18,Hortaleza
Villa de Vallecas,38.0,1,1.0,0,True,561,104900,2761,Pisos,False,False,True,True,other,False,1956.0,Villa de Vallecas
Castellana,352.0,4,4.0,6,False,-141570,2650000,7528,Pisos,False,False,True,True,D,True,6882.35,Salamanca
Vallehermoso,104.0,2,2.0,1,False,1505,429000,4125,Pisos,False,False,True,True,E,True,4548.3,Chamberí
Valdezarza,74.0,3,1.0,6,False,1081,255000,3446,Pisos,False,False,True,True,other,False,2951.77,Moncloa
Palomeras Bajas,69.0,3,1.0,-1,True,725,145000,2101,Pisos,False,False,False,False,D,False,1983.7,Puente de Vallecas
Centro,200.0,4,3.0,2,False,1265,1280000,6400,Pisos,False,False,True,True,other,False,6029.36,Centro
Trafalgar,157.0,3,2.0,2,False,2126,700000,4459,Pisos,False,False,True,True,other,False,5640.18,Chamberí
Barrio de Salamanca,183.0,3,4.0,2,False,-2333,1500000,8197,Pisos,False,False,True,True,other,False,8392.43,Salamanca
Bellas Vistas,58.0,2,1.0,-1,True,816,170000,2931,Pisos,True,False,False,True,other,False,3536.07,Tetuán
Gaztambide,145.0,5,2.0,1,False,1712,520000,3586,Pisos,True,False,True,True,other,False,5000.0,Chamberí
Valdemarín,270.0,3,4.0,-1,False,452,1350000,5000,Casa o chalet,False,False,True,True,C,True,4249.04,Moncloa
Moncloa,600.0,8,7.0,-1,False,-104074,2500000,4167,Casa o chalet,False,False,True,True,other,True,3600.4,Moncloa
Jerónimos,394.0,4,4.0,2,False,-323352,3120000,7919,Pisos,False,False,True,True,other,True,6739.32,Retiro
Abrantes,75.0,3,1.0,2,False,666,130000,1733,Pisos,False,False,False,True,other,False,1964.55,Carabanchel
Pueblo Nuevo,85.0,2,2.0,1,False,1130,273000,3212,Pisos,False,True,True,True,other,False,2578.87,Ciudad Lineal
Valdezarza,53.0,3,1.0,8,False,702,139000,2623,Pisos,True,False,True,True,other,False,2951.77,Moncloa
Puerta Bonita,104.0,0,1.0,0,True,748,151151,1453,Pisos,False,False,False,True,other,False,1980.04,Carabanchel
Castilla,117.0,3,2.0,1,False,1655,495000,4231,Pisos,True,False,True,True,other,True,4354.35,Chamartín
Fuente del Berro,200.0,6,2.0,-1,False,2510,940000,4700,Casa o chalet,True,False,True,True,other,False,4452.82,Salamanca
Casco Histórico de Vallecas,87.0,3,1.0,-1,True,625,119900,1378,Pisos,False,False,True,True,other,False,1956.0,Villa de Vallecas
San Fermín,90.0,2,2.0,3,False,994,225000,2500,Pisos,False,False,True,True,other,True,1912.8,Usera
Nuevos Ministerios-Ríos Rosas,65.0,2,1.0,2,False,1197,299000,4600,Pisos,True,False,False,False,other,False,5000.0,Chamberí
Lista,104.0,3,2.0,3,False,1943,620000,5962,Pisos,True,False,True,True,other,True,5681.21,Salamanca
Vista Alegre,76.0,3,1.0,3,False,823,172000,2263,Pisos,False,False,True,True,other,False,2048.47,Carabanchel
Chamberí,133.0,2,3.0,5,False,1900,1200000,9023,Áticos,True,False,True,True,other,True,6564.27,Chamberí
Castilla,111.0,4,2.0,2,False,1405,385000,3468,Pisos,False,False,True,False,other,False,4354.35,Chamartín
Ciudad Universitaria,31.0,0,1.0,0,True,530,98000,3161,Pisos,False,False,False,True,other,False,3810.08,Moncloa
Sanchinarro,140.0,3,2.0,5,False,1553,450000,3214,Pisos,False,False,True,True,other,True,4456.18,Hortaleza
Chamartín,190.0,3,3.0,0,True,-303,1400000,7368,Dúplex,False,False,True,True,G,True,5363.75,Chamartín
Chamartín,213.0,4,3.0,2,False,2457,1050000,4930,Pisos,True,False,True,False,D,False,5170.22,Chamartín
Guindalera,130.0,3,3.0,-1,True,1781,550000,4231,Pisos,False,False,True,True,E,True,4367.9,Salamanca
Palacio,40.0,2,1.0,3,False,881,189000,4725,Pisos,True,False,False,True,other,False,4693.52,Centro
Legazpi,103.0,3,2.0,1,False,1804,560000,5437,Pisos,False,False,True,True,A,False,4486.93,Arganzuela
Chueca-Justicia,55.0,2,2.0,4,False,1192,297000,5400,Pisos,False,False,False,False,E,False,6029.36,Centro
Cuzco-Castillejos,67.0,1,1.0,1,False,1135,275000,4104,Pisos,False,False,True,True,E,False,4347.59,Tetuán
Chamartín,197.0,4,3.0,6,False,-14150,1800000,9137,Pisos,True,False,True,True,B,False,6255.45,Chamartín
Chamartín,207.0,3,4.0,3,False,1059,1300000,6280,Pisos,False,False,True,True,other,True,5170.22,Chamartín
Ensanche de Vallecas - La Gavia,50.0,0,1.0,1,False,583,110000,2200,Pisos,False,False,True,True,other,True,2677.28,Villa de Vallecas
Comillas,120.0,3,2.0,3,False,1250,320000,2667,Pisos,False,False,True,True,other,False,2527.59,Carabanchel
Puente de Vallecas,93.0,3,2.0,2,False,979,220000,2366,Pisos,False,False,True,True,other,False,1983.7,Puente de Vallecas
Chamartín,171.0,3,2.0,1,False,2410,845000,4942,Pisos,False,False,True,True,other,True,5363.75,Chamartín
Chamartín,317.0,6,3.0,-1,False,1900,1200000,3785,Casa o chalet,True,False,True,True,F,False,4572.45,Chamartín
Trafalgar,200.0,4,3.0,2,False,2517,975000,4875,Pisos,True,False,True,True,E,False,5640.18,Chamberí
San Pascual,38.0,1,1.0,0,True,662,129000,3395,Pisos,False,False,True,True,other,False,4015.76,Ciudad Lineal
Moscardó,118.0,4,2.0,1,False,1335,355000,3008,Pisos,False,False,True,True,other,True,2284.48,Usera
Recoletos,279.0,4,4.0,1,False,-51191,2200000,7885,Pisos,False,False,True,True,other,True,8392.43,Salamanca
Las Tablas,105.0,2,2.0,3,False,1485,420000,4000,Pisos,False,False,True,True,other,True,4256.38,Fuencarral
Moncloa,224.0,3,3.0,-1,False,2509,1000000,4464,Casa o chalet,False,False,True,True,E,False,3630.68,Moncloa
Berruguete,70.0,3,1.0,4,False,1024,235000,3357,Pisos,False,False,False,True,E,False,3273.56,Tetuán
